"INCIDENT NUMBER","CHARGE ID","CHARGE DATE","REPORT DATE","APPROVED DATE","ATTEMPTED OR COMMITTED","STREET ADDRESS","SUBADDRESS","CITY","STATE","ZIP CODE","DISTRICT","ZONE","SUBZONE","STATUTE TITLE","STATUTE DESCRIPTION","STATUTE CATEGORY","CRIME AGAINST","NIBRS CODE","NIBRS DESCRIPTION","CENSUS BLOCK GROUP","COUNCIL DISTRICT","CRIME PREVENTION DISTRICT","NEIGHBORHOOD","LONGITUDE","LATITUDE","GEOLOCATION"
"21-071035","B34995FE-FFBF-4144-8F74-2F956B059C92","07/19/2021 11:31:00 PM","07/19/2021 11:31:00 PM","07/24/2021 01:12:42 AM","ATTEMPTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:30","FIRST DEGREE MURDER","HOMICIDE","PERSON","09A","MURDER & NONNEGLIGENT MANSLAUGHTER",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-070848","A9C54395-FFE6-47E3-8966-C1B82081A8B2","07/19/2021 02:01:26 PM","07/19/2021 02:59:31 PM","07/19/2021 03:35:59 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-047234","08DAD13A-6C4E-46A0-85FD-5AE7C7858550","05/17/2021 04:05:05 PM","07/19/2021 01:06:07 PM","07/24/2021 02:16:41 PM","COMMITTED","814 S 16TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17226","30.44045","POINT (-91.172258 30.440454)"
"21-070810","7B1F94A3-B02C-47AA-BE5F-57665BEFC9AD","07/19/2021 12:32:49 PM","07/19/2021 12:48:00 PM","07/21/2021 03:59:45 PM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:103(1)","DIST/PEACE/FISTIC ENCOUNTER/CC","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-069756","93C9FA98-0E30-48AF-8B7E-13CA509C56EB","07/16/2021 01:51:11 PM","07/17/2021 11:08:34 AM","07/23/2021 10:57:28 AM","COMMITTED","1919 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.16878","30.44839","POINT (-91.168778 30.448386)"
"21-069733","8AE6D419-E394-4059-A7CD-93F18FE03297","07/16/2021 01:12:18 PM","07/16/2021 01:22:17 PM","07/23/2021 04:09:40 PM","COMMITTED","143 S INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A3","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17539","30.45758","POINT (-91.175385 30.457575)"
"21-069676","CC1DBB63-50C7-445D-AB22-36E1267A452A","07/16/2021 08:20:00 AM","07/16/2021 09:55:00 AM","07/20/2021 07:38:15 PM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-069419","C6C88935-A294-44E8-9F56-DD2DCD1E5986","07/15/2021 03:10:26 PM","07/15/2021 10:42:04 PM","05/12/2023 12:09:28 PM","COMMITTED","702 S 18TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17039","30.44178","POINT (-91.170391 30.441783)"
"21-069419","96ACA1E9-C186-48A2-95C4-F2253255D996","07/15/2021 03:10:26 PM","07/15/2021 10:42:04 PM","05/12/2023 12:09:28 PM","COMMITTED","702 S 18TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17039","30.44178","POINT (-91.170391 30.441783)"
"21-069206","C7934600-4B0A-49A8-B491-2C8A78BAC926","07/14/2021 11:49:52 PM","07/15/2021 06:39:51 PM","05/12/2023 10:42:41 AM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-069089","CA0D1A74-CCB1-49F1-9BAA-ADD38C141EEB","07/14/2021 04:56:00 PM","07/14/2021 04:56:00 PM","07/20/2021 01:15:40 PM","COMMITTED","928 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16940","30.45712","POINT (-91.169402 30.45712)"
"21-068785","DDA80C14-13CE-4087-8FBC-9D963CB41E38","07/13/2021 06:41:06 PM","07/13/2021 07:12:00 PM","07/23/2021 03:37:22 PM","COMMITTED","1142 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17786","30.44836","POINT (-91.177857 30.448355)"
"21-067833","2800169E-013B-41D7-9995-00DF69F004DD","07/11/2021 04:11:58 AM","07/11/2021 06:56:00 PM","05/10/2023 01:02:15 PM","COMMITTED","1650 BLANCHE CT",,"BATON ROUGE","LA","70802","2","2A","2A1","14:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17117","30.44225","POINT (-91.171166 30.44225)"
"21-067833","CF0FA642-1B15-4AD0-B229-393E7AB238CB","07/11/2021 04:11:58 AM","07/11/2021 06:56:00 PM","05/10/2023 01:02:15 PM","ATTEMPTED","1650 BLANCHE CT",,"BATON ROUGE","LA","70802","2","2A","2A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17117","30.44225","POINT (-91.171166 30.44225)"
"21-067390","92793175-1743-4ACE-A134-D6F89A7627B9","07/09/2021 10:31:14 PM","07/09/2021 10:31:00 PM","07/16/2021 01:57:49 AM","COMMITTED","1000 GOVERNMENT ST",,"BATON ROUGE","LA","70802","5","5A","5A1","13:966","POSSESSION OF MARIJUANA","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17951","30.44332","POINT (-91.179512 30.443321)"
"21-036574","BB3340FD-E429-44B7-ACC7-29D5B4663FF7","04/18/2021 09:29:00 PM","07/09/2021 02:24:42 PM","07/14/2021 10:59:34 AM","COMMITTED","235 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.16790","30.44629","POINT (-91.167899 30.446293)"
"21-056509","EB5E8C3F-12D6-4175-B967-BEEAACC84A7C","06/11/2021 01:52:13 PM","07/08/2021 12:26:47 PM","04/28/2023 11:07:57 AM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-066664","C7D36536-3728-4D82-A164-7B2F03263BE3","07/08/2021 03:36:56 AM","07/08/2021 05:01:42 AM","07/09/2021 06:20:32 PM","COMMITTED","1717 BYNUM AVE",,"BATON ROUGE","LA","70802","2","2A","2A1","13:37","AGGRAVATED ASSAULT","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17070","30.44092","POINT (-91.170704 30.440923)"
"21-066664","6CA00EF9-94FC-4805-B028-72B4B02BCE13","07/08/2021 03:36:56 AM","07/08/2021 05:01:42 AM","07/09/2021 06:20:32 PM","COMMITTED","1717 BYNUM AVE",,"BATON ROUGE","LA","70802","2","2A","2A1","13:37","AGGRAVATED ASSAULT","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17070","30.44092","POINT (-91.170704 30.440923)"
"21-066664","531BCC25-47AD-498F-A111-4237684BB364","07/08/2021 03:36:56 AM","07/08/2021 05:01:42 AM","07/09/2021 06:20:32 PM","COMMITTED","1717 BYNUM AVE",,"BATON ROUGE","LA","70802","2","2A","2A1","13:37","AGGRAVATED ASSAULT","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17070","30.44092","POINT (-91.170704 30.440923)"
"21-066664","500A3CFF-77BE-4005-92B3-BA1766AB6365","07/08/2021 03:36:56 AM","07/08/2021 05:01:42 AM","07/09/2021 06:20:32 PM","COMMITTED","1717 BYNUM AVE",,"BATON ROUGE","LA","70802","2","2A","2A1","13:37","AGGRAVATED ASSAULT","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17070","30.44092","POINT (-91.170704 30.440923)"
"21-065957","459F64AA-315A-4A4E-97BC-029FA8249380","07/05/2021 06:00:00 PM","07/07/2021 10:49:04 AM","07/20/2021 12:31:33 PM","COMMITTED","1509 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17230","30.44402","POINT (-91.172296 30.444024)"
"21-066076","58CE0DBF-D87F-4BBE-B2CA-007845E7C8A0","07/06/2021 02:50:00 PM","07/06/2021 04:56:54 PM","07/07/2021 07:14:13 PM","COMMITTED","214 S 14TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17480","30.44545","POINT (-91.174795 30.445454)"
"21-066076","8441322C-6E00-4F72-A677-88927F4C7483","07/06/2021 02:50:00 PM","07/06/2021 04:56:54 PM","07/07/2021 07:14:13 PM","COMMITTED","214 S 14TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:108(B)(1)(C)","RESISTING AN OFFICER - REFUSAL TO GIVE NAME OR MAKE IDENTITY KNOWN","OTHER","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17480","30.44545","POINT (-91.174795 30.445454)"
"21-066055","5AF9B9AE-B930-4AD9-AFCE-1C4C992F5038","07/06/2021 02:40:29 PM","07/06/2021 02:40:00 PM","07/07/2021 01:04:44 PM","COMMITTED","100 N 13TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17623","30.44755","POINT (-91.176225 30.447549)"
"21-065943","1C83AF37-8D99-4109-BB79-08738A75B280","07/06/2021 10:05:32 AM","07/06/2021 10:07:21 AM","07/06/2021 12:02:27 PM","COMMITTED","1935 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67.15","THEFT OF A FIREARM","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.16890","30.45536","POINT (-91.168895 30.455362)"
"21-064417","113F63F2-F147-476C-8AC8-195776AB432C","07/02/2021 02:28:21 PM","07/05/2021 11:27:47 PM","07/11/2021 02:08:28 PM","COMMITTED","749 EAST BLVD",,"BATON ROUGE","LA","70802","5","5A","5A1","14:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17984","30.44138","POINT (-91.179843 30.441377)"
"21-064469","79CDDEDF-4012-4231-967C-2B5850911FE2","07/02/2021 08:31:38 PM","07/05/2021 10:19:43 PM","11/03/2021 03:29:57 PM","ATTEMPTED","235 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:30.1","SECOND DEGREE MURDER","HOMICIDE","PERSON","09A","MURDER & NONNEGLIGENT MANSLAUGHTER",,"10",,"DOWNTOWN EAST","-91.16790","30.44629","POINT (-91.167899 30.446293)"
"21-064469","FEDCB21A-E3FA-40C1-A61E-29AED42F4971","07/02/2021 08:31:38 PM","07/05/2021 10:19:43 PM","11/03/2021 03:29:57 PM","COMMITTED","235 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.16790","30.44629","POINT (-91.167899 30.446293)"
"21-065640","634B1430-A0EF-4DF2-BE11-D775DAB93257","07/05/2021 10:20:08 AM","07/05/2021 10:58:45 AM","07/05/2021 01:29:22 PM","COMMITTED","150 S 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.15","THEFT OF A FIREARM","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17201","30.44705","POINT (-91.172009 30.447047)"
"21-065640","249676C1-2981-4A6F-AA80-F21933B4827C","07/05/2021 10:20:08 AM","07/05/2021 10:58:45 AM","07/05/2021 01:29:22 PM","COMMITTED","150 S 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17201","30.44705","POINT (-91.172009 30.447047)"
"21-064578","36C23569-FDE8-437E-9B34-03C0649DB32A","07/02/2021 10:29:45 PM","07/03/2021 01:14:30 PM","07/06/2021 10:52:11 AM","COMMITTED","235 S 20TH ST","2","BATON ROUGE","LA","70806","1","1A","1A1","C.CR.P. ART 575","FUGITIVE","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.16790","30.44629","POINT (-91.167899 30.446293)"
"21-064636","A0C490F0-8F9B-4B42-99BB-C4AA5C0D25AE","07/03/2021 02:06:46 AM","07/03/2021 02:35:08 AM","07/03/2021 03:44:53 AM","COMMITTED","NORTH BLVD / S 12TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","C.CR.P. ART 202","WARRANT/BENCH WARRANT","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.17715","30.44723","POINT (-91.177145 30.44723)"
"21-064347","B668132E-083E-433F-86AD-2D45AFF64A9E","07/02/2021 11:28:53 AM","07/02/2021 11:45:34 AM","07/07/2021 12:14:31 PM","COMMITTED","406 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16705","30.44472","POINT (-91.167047 30.444721)"
"21-061659A","07900080-6EFA-437A-85C2-36AE1628C94F","06/25/2021 11:21:50 AM","07/02/2021 10:30:15 AM","07/08/2021 07:20:44 AM","COMMITTED","900 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.16930","30.45677","POINT (-91.169302 30.456772)"
"21-064229","8F5E749C-E2AF-4152-A19C-C04CC9FC4781","07/01/2021 11:55:10 PM","07/01/2021 11:55:00 PM","07/02/2021 03:28:26 AM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-064194","FB30E05B-B098-4C0F-9FEB-3BA090EC7165","07/01/2021 09:38:38 PM","07/01/2021 09:40:00 PM","05/05/2023 07:48:38 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:63","CRIMINAL TRESPASS","NUISANCE","SOCIETY","90J","TRESPASS OF REAL PROPERTY",,"10",,"DOWNTOWN EAST",,,
"21-064194","2DBBA455-41A5-491A-A6D4-A6B555F84C73","07/01/2021 09:38:38 PM","07/01/2021 09:40:00 PM","05/05/2023 07:48:38 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST",,,
"21-064194","51CC1696-2A29-4817-84DC-B17E01BAF414","07/01/2021 09:38:38 PM","07/01/2021 09:40:00 PM","05/05/2023 07:48:38 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:40.2","STALKING","OTHER","PERSON","13C","INTIMIDATION",,"10",,"DOWNTOWN EAST",,,
"21-063789","C44695A8-0988-4971-8BB3-4674C08205C9","06/30/2021 09:33:29 PM","06/30/2021 09:38:00 PM","07/02/2021 08:01:15 PM","COMMITTED","304 S 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17180","30.44556","POINT (-91.1718 30.44556)"
"21-063588","1B53E5B5-E42D-4798-8E7C-FE162630593C","06/30/2021 11:35:54 AM","06/30/2021 07:42:04 PM","05/04/2023 09:21:04 AM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67","THEFT","THEFT","PROPERTY","23D","THEFT FROM BUILDING",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-063588","880BF506-1F3C-47B6-B0EA-062E0F6FE248","06/30/2021 11:35:54 AM","06/30/2021 07:42:04 PM","05/04/2023 09:21:04 AM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62.8","HOME INVASION.","INDIVIDUAL ROBBERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-063699","393AE8BE-9146-4A0C-8F68-EA0F091EE43C","06/30/2021 05:38:06 PM","06/30/2021 07:01:36 PM","07/01/2021 06:46:46 PM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:34.7","AGGRAVATED SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-063524","00250B62-5942-4A1D-8B89-8C5CA910E593","06/30/2021 07:24:47 AM","06/30/2021 08:48:07 AM","07/06/2021 10:01:05 AM","COMMITTED","1623 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17238","30.44896","POINT (-91.172381 30.448963)"
"21-063143","3339EB44-FA9D-4ACA-B54A-6A71D38C73F2","06/29/2021 09:46:24 AM","06/29/2021 11:41:05 AM","05/04/2023 06:15:53 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:35.3(I)","DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-063129","DAC7657C-F907-4E07-A553-DEC98761DAF1","06/28/2021 06:00:00 AM","06/29/2021 11:07:00 AM","07/06/2021 08:36:59 AM","COMMITTED","422 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16769","30.45097","POINT (-91.167693 30.45097)"
"21-063095","135D7F8D-6F0A-4C90-A168-7B365E5C06A7","06/29/2021 07:29:46 AM","06/29/2021 09:27:38 AM","06/29/2021 06:13:40 PM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-062813","C97A6065-A78A-48DD-8662-6A2EDBFB8FE1","06/28/2021 01:42:08 PM","06/28/2021 02:04:21 PM","07/12/2021 09:23:02 AM","COMMITTED","1821 TULIP ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.16982","30.44046","POINT (-91.169815 30.440459)"
"21-062159","E4DDEE20-01A7-4537-A001-4C03CE9DFAA5","06/26/2021 06:18:28 PM","06/26/2021 07:40:34 PM","06/28/2021 01:26:38 PM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-062067","B7787E65-1129-4E78-9F88-06665DFF05E4","06/26/2021 01:22:17 PM","06/26/2021 01:22:00 PM","05/03/2023 07:27:00 AM","COMMITTED","1055 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT","THEFT","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.17889","30.45101","POINT (-91.178893 30.451007)"
"21-061898","4CF5BFE5-50FE-4488-B0AF-D2D45A20678D","06/25/2021 11:58:05 PM","06/26/2021 01:12:35 AM","06/26/2021 05:02:17 PM","COMMITTED",,,"BATON ROUGE","LA","70806","1","1A","1A1","14:43.1/N","SEXUAL BATTERY - RUBBING/TOUCHING","SEXUAL ASSAULT","PERSON","11D","FORCIBLE FONDLING",,"10",,"DOWNTOWN EAST",,,
"21-061623","02174E21-351D-458A-8339-D500A4CF2E20","06/25/2021 10:23:25 AM","06/25/2021 10:26:52 AM","07/07/2021 11:20:35 AM","COMMITTED","744 N 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67.16","IDENTITY THEFT","THEFT","PROPERTY","26C","IMPERSONATION",,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-061608","6317421F-7B68-4AEE-B38E-E8A339B82735","06/25/2021 09:40:44 AM","06/25/2021 09:52:52 AM","07/02/2021 12:21:08 PM","COMMITTED","N 21ST ST / CONVENTION ST",,"BATON ROUGE","LA","70806","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.16677","30.44888","POINT (-91.166772 30.448881)"
"21-061126","81B6F647-813F-493E-9034-CE17520BAD18","06/23/2021 08:48:17 PM","06/24/2021 07:02:47 PM","06/24/2021 07:41:07 PM","COMMITTED","1225 MAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:94","ILL USE OF A WEAPON","FIREARM",,,,,"10",,"DOWNTOWN EAST","-91.17672","30.45206","POINT (-91.176719 30.45206)"
"21-061153","6E1ABD76-C6F8-4763-AFCF-16E139A588CE","06/23/2021 09:53:00 PM","06/23/2021 10:48:36 PM","06/23/2021 11:34:51 PM","COMMITTED","700 EDDIE ROBINSON SR DR",,"BATON ROUGE","LA","70802","1","1A","1A1","C.CR.P. ART 575","FUGITIVE","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.17560","30.44168","POINT (-91.175595 30.441681)"
"21-061153","1A1681A1-A40A-41B6-BB33-795CCA82CAB9","06/23/2021 09:53:00 PM","06/23/2021 10:48:36 PM","06/23/2021 11:34:51 PM","COMMITTED","700 EDDIE ROBINSON SR DR",,"BATON ROUGE","LA","70802","1","1A","1A1","13:966","POSS MARIJUANA","NARCOTICS",,,,,"10",,"DOWNTOWN EAST","-91.17560","30.44168","POINT (-91.175595 30.441681)"
"21-061157","8276A682-F5E9-46A9-9D1D-5E0C95557196","06/23/2021 09:50:00 PM","06/23/2021 10:27:42 PM","06/23/2021 11:07:14 PM","COMMITTED","1800 GOVERNMENT ST",,"BATON ROUGE","LA","70802","2","2A","2A1","40:966(C)","POSSESSION SCHEDULE I","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17029","30.44377","POINT (-91.170292 30.443771)"
"21-061157","2FF1AD56-4339-4387-9D79-128CC52843EE","06/23/2021 09:50:00 PM","06/23/2021 10:27:42 PM","06/23/2021 11:07:14 PM","COMMITTED","1800 GOVERNMENT ST",,"BATON ROUGE","LA","70802","2","2A","2A1","40:966(C)(2)","POSSESSION OF MARIJUANA","NARCOTICS","SOCIETY","35A","DRUG/NARCOTIC VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17029","30.44377","POINT (-91.170292 30.443771)"
"21-061037","F65EA190-C469-4EFB-9AEE-E71275BC7EDE","06/23/2021 03:10:52 PM","06/23/2021 09:15:17 PM","06/24/2021 01:01:34 PM","COMMITTED","1225 MAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17672","30.45206","POINT (-91.176719 30.45206)"
"21-037760","483AA15D-8BA7-47D9-A292-F2EE1EC4F366","04/22/2021 01:13:02 AM","06/23/2021 07:25:37 PM","06/23/2021 08:50:07 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:41/V","RAPE AND SEXUAL BATTERY/VAGINAL","SEXUAL ASSAULT","PERSON","11A","FORCIBLE RAPE",,"10",,"DOWNTOWN EAST",,,
"21-060937","E267FD14-03AE-4400-9EE7-5C735BF4733E","06/23/2021 08:48:06 AM","06/23/2021 10:00:56 AM","06/23/2021 11:22:34 AM","COMMITTED","2040 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16760","30.45407","POINT (-91.167597 30.454065)"
